City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Talnakh,34,RU,1587079478,73,69.49,88.4,21.2,15.66
Sühbaatar,5,MN,1587079478,37,50.23,106.21,46.83,0.22
Korla,100,CN,1587079478,43,41.76,86.15,58.39,9.95
Pochutla,20,MX,1587079478,62,15.74,-96.47,88,9.17
Provideniya,90,RU,1587079478,97,64.38,-173.3,32,13.42
Makkah al Mukarramah,0,SA,1587079478,43,21.43,39.83,68.16,1.77
Kavieng,100,PG,1587079478,92,-2.57,150.8,77.56,20.78
Kurchanskaya,33,RU,1587079478,76,45.22,37.59,48.2,20.13
Daru,95,PG,1587079478,82,-9.08,143.21,81.14,5.99
Olafsvik,99,IS,1587079479,94,64.89,-23.71,42.49,18.32
Bandarbeyla,13,SO,1587079479,75,9.49,50.81,81.57,6.06
Amursk,0,RU,1587079479,48,50.23,136.9,48.49,8.86
Huarmey,42,PE,1587079479,70,-10.07,-78.15,74.66,7.94
Flinders,3,AU,1587079479,55,-34.58,150.86,70,12.75
Lima,28,PE,1587079290,61,-12.04,-77.03,78.8,10.29
Alofi,100,NU,1587079479,73,-19.06,-169.92,80.1,14.07
Tarauacá,98,BR,1587079479,90,-8.16,-70.77,71.51,2.06
Bayir,0,TR,1587079479,87,37.27,28.22,51.8,4.7
Mosonmagyaróvár,100,HU,1587079480,66,47.87,17.27,54,1.12
Province of Brindisi,35,IT,1587079480,93,40.58,17.67,54,2.24
Lyubashivka,87,UA,1587079480,60,47.84,30.26,51.82,11.12
Port Hardy,20,CA,1587079480,58,50.7,-127.42,57.2,6.93
Macaé,90,BR,1587079460,94,-22.37,-41.79,75.2,4.7
Pitimbu,75,BR,1587079480,100,-7.47,-34.81,77,2.24
Bud,40,US,1587079467,48,39.45,-86.18,48.2,5.82
New Richmond,40,US,1587079480,24,45.12,-92.54,46.4,14.99
Santa Marta,21,CO,1587079339,73,11.24,-74.2,80.78,16.71
Koutsouras,2,GR,1587079481,62,35.03,25.95,57,18.99
Dunedin,100,NZ,1587079481,81,-45.87,170.5,48.99,11.36
Dondo,40,MZ,1587079481,88,-19.61,34.74,80.6,6.93
Pavlodar,3,KZ,1587079481,58,52.3,76.95,35.6,4.47
Pacifica,75,US,1587079481,67,37.61,-122.49,72,11.41
Liuhe,100,CN,1587079481,68,42.24,125.72,48.16,4.45
Tuatapere,98,NZ,1587079482,95,-46.13,167.68,46,7
East London,0,ZA,1587079446,67,-33.02,27.91,63.12,4.65
Mossamedes,0,AO,1587079469,61,-15.2,12.15,75.2,5.41
Udarnyy,100,RU,1587079482,87,54.34,42.86,38.93,12.33
Terme,20,TR,1587079482,93,41.21,36.97,35.6,3.36
Kaitangata,100,NZ,1587079482,82,-46.28,169.85,48.99,5.01
Maceió,75,BR,1587079342,94,-9.67,-35.74,75.2,10.29
Deep River,75,CA,1587079482,40,46.1,-77.5,37.4,9.17
Cap Malheureux,40,MU,1587079482,73,-19.98,57.61,77,11.41
La Libertad,24,EC,1587079483,78,-2.23,-80.9,80.6,11.41
Havøysund,100,NO,1587079325,69,71,24.66,35.6,24.16
Merrill,90,US,1587079483,40,45.18,-89.68,37.99,8.05
Mersing,77,MY,1587079483,94,2.43,103.84,75.2,4.7
Yenagoa,95,NG,1587079483,92,4.92,6.26,79.83,5.41
Dikson,0,RU,1587079483,86,73.51,80.55,-1.68,9.62
Del Rio,1,US,1587079483,44,29.36,-100.9,77,16.11
Gonder,19,ET,1587079483,16,12.6,37.47,63.73,5.12
Andreapol',97,RU,1587079484,87,56.65,32.27,33.44,11.65
Qaqortoq,100,GL,1587079484,93,60.72,-46.03,32,1.12
Takayama,40,JP,1587079484,70,36.13,137.25,59,3.36
Neryungri,96,RU,1587079484,86,56.67,124.65,21.63,9.6
Alice Springs,66,AU,1587079484,56,-23.7,133.88,68,5.82
Mataram,40,ID,1587079484,100,-8.58,116.12,77,4.94
Bada,0,RU,1587079484,39,51.39,109.87,44.11,2.68
Manaquiri,75,BR,1587079484,100,-3.32,-60.35,77,6.93
Santa Rosa,40,PH,1587079276,70,14.31,121.11,84.99,6.93
Nioro,33,GM,1587079485,35,13.35,-15.75,79.88,4.09
Andra,100,RU,1587079485,94,62.51,65.89,41.11,12.77
Tezu,100,IN,1587079485,68,27.92,96.17,69.85,2.51
Guangyuan,91,CN,1587079485,51,32.44,105.82,54,6.49
Boca do Acre,39,BR,1587079191,86,-8.75,-67.4,74.19,3.06
Padang,98,ID,1587079485,78,-0.95,100.35,77.77,2.51
Valparaíso,26,CL,1587079315,63,-33.04,-71.63,62.6,4.7
Broome,90,US,1587079486,86,42.25,-75.83,36,12.75
Grand-Santi,99,GF,1587079486,88,4.25,-54.38,75.31,3.51
Mayumba,100,GA,1587079486,81,-3.43,10.66,79.16,2.66
Tabas,5,IR,1587079486,55,33.6,56.92,64.4,4.7
Belaya Gora,100,RU,1587079486,92,68.53,146.42,1.08,8.84
Baker City,1,US,1587079486,19,44.77,-117.83,57.2,17.22
Kirksville,90,US,1587079486,90,40.19,-92.58,33.8,11.41
City of San Pedro,40,PH,1587079486,70,14.35,121.02,84.99,6.93
Arman',100,RU,1587079479,96,59.7,150.17,25.88,10.11
Aklavik,90,CA,1587079487,86,68.22,-135.01,33.8,17.22
Jefferson City,90,US,1587079385,33,38.58,-92.17,66.99,10.29
Boende,60,CD,1587079402,83,-0.22,20.87,73.96,1.16
Santa Ana,20,US,1587079429,56,33.75,-117.87,77,17.22
Rāzole,0,IN,1587079487,87,16.48,81.83,79.11,4.97
Mantenópolis,71,BR,1587079487,83,-18.86,-41.12,70.75,5.19
Mumford,15,GH,1587079487,85,5.26,-0.76,82.26,12.19
Ambatondrazaka,55,MG,1587079488,69,-17.83,48.42,64.09,7.05
Mahébourg,40,MU,1587079488,73,-20.41,57.7,77,11.41
Sangar,63,RU,1587079488,76,63.92,127.47,12.07,1.95
Boyolangu,69,ID,1587079488,81,-8.12,111.89,79.79,3.2
Coyhaique,90,CL,1587079434,93,-45.58,-72.07,59,5.82
Juneau,90,US,1587079191,93,58.3,-134.42,44.6,5.82
Gouré,35,NE,1587079488,13,13.98,10.27,78.12,8.9
Caconda,0,AO,1587079488,58,-13.73,15.07,59.68,1.36
Havelock,1,US,1587079488,25,34.88,-76.9,66.2,9.17
Nalobikha,2,RU,1587079488,84,53.2,84.6,38.39,3.56
Nekā,90,IR,1587079489,82,36.65,53.3,57.2,13.87
Villarrobledo,86,ES,1587079489,91,39.27,-2.6,53.01,5.99
Bubaque,49,GW,1587079489,69,11.28,-15.83,79.47,14.2
Arinos,69,BR,1587079489,77,-15.92,-46.11,70.18,3.33
Hambantota,16,LK,1587079489,82,6.12,81.12,79.86,3.85
Catalina,1,US,1587079489,4,32.51,-110.92,86,16.11
Margate,0,GB,1587079490,81,51.38,1.39,51.01,8.05
Vao,22,NC,1587079456,63,-22.67,167.48,74.79,9.84
Faxinal,0,BR,1587079490,50,-24,-51.32,52.84,0.67
Putyatino,85,RU,1587079490,79,54.16,41.12,38.43,13.82
Atambua,7,ID,1587079490,74,-9.11,124.89,79.07,1.3
Amahai,100,ID,1587079490,72,-3.33,128.92,83.23,4.07
Sirte,3,LY,1587079490,75,31.21,16.59,60.44,11.16
Finote Selam,44,ET,1587079490,23,10.7,37.27,67.59,1.66
Sioux Lookout,40,CA,1587079491,81,50.1,-91.92,32,12.75
Avera,1,US,1587079491,32,33.19,-82.53,72,3.36
Biak,12,ID,1587079491,74,-0.91,122.88,81.88,1.88
Tabou,66,CI,1587079491,88,4.42,-7.35,80.83,8.25
Cabedelo,75,BR,1587079446,100,-6.98,-34.83,77,2.24
Sakakah,38,SA,1587079491,20,29.97,40.21,68,12.75
Berdigestyakh,100,RU,1587079491,88,62.1,126.7,7.43,7.45
Impfondo,64,CG,1587079491,71,1.64,18.07,77.04,0.51
Maketu,98,NZ,1587079492,91,-37.77,176.45,70,9.44
Sangmélima,98,CM,1587079492,81,2.93,11.98,69.57,2.46
Muriti,80,TZ,1587079492,57,-1.98,32.92,73.45,11.79
São Raimundo Nonato,88,BR,1587079492,82,-9.02,-42.7,73.33,0.98
Shakawe,24,BW,1587079492,40,-18.37,21.85,70.65,2.89
Sharan,43,RU,1587079492,80,54.82,54,35.38,12.82
Cockburn Town,7,TC,1587079446,80,21.46,-71.14,79.09,13.91
Vitim,42,RU,1587079493,89,59.45,112.56,25.21,12.44
Faya,0,SA,1587079493,87,18.39,42.45,59,6.93
Cayenne,75,GF,1587079351,94,4.93,-52.33,77,6.93
Wad Medani,2,SD,1587079493,15,14.4,33.52,75.18,12.75
Boquete,20,PA,1587079493,66,8.78,-82.43,87.8,3.36
Outjo,0,NA,1587079493,34,-20.12,16.15,64.4,2.24
Wajima,31,JP,1587079493,66,37.4,136.9,48.2,9.17
Sovetskiy,100,RU,1587079494,92,61.36,63.58,42.8,9.26
Bhainsdehi,25,IN,1587079494,21,21.65,77.63,79.45,7.23
Qasigiannguit,81,GL,1587079494,86,68.82,-51.19,32,18.34
Batagay,100,RU,1587079494,87,67.63,134.63,2.64,8.81
Tianpeng,40,CN,1587079494,43,30.99,103.94,73.4,8.95
Chunskiy,61,RU,1587079495,70,56.08,99.63,38.97,2.35
Kavaratti,77,IN,1587079495,68,10.57,72.64,83.75,2.24
Rāzampeta,0,IN,1587079495,80,14.18,79.17,74.73,4.99
Obo,54,CF,1587079495,53,5.4,26.49,74.14,1.88
El Triunfo,75,EC,1587079495,70,-1.93,-79.97,87.01,5.82
Mabaruma,37,GY,1587079495,79,8.2,-59.78,75.78,6.42
Waddān,24,LY,1587079495,42,29.16,16.14,68.2,10.4
Burnie,51,AU,1587079496,82,-41.07,145.92,53.01,21
Maningrida,87,AU,1587079496,70,-12.07,134.27,81.48,6.44
Prainha,54,BR,1587079496,88,-1.8,-53.48,75.99,0.87
Pind Dadan Khan,97,PK,1587079496,34,32.59,73.05,73.78,4.65
Nanortalik,99,GL,1587079496,98,60.14,-45.24,31.73,9.86
Saint-François,82,FR,1587079496,54,46.42,3.91,57.2,2.24
Hudson Bay,89,CA,1587079496,81,52.85,-102.38,31.05,8.12
Abapó,27,BO,1587079496,35,-18.83,-63.47,66.97,3.33
San Miguelito,20,PA,1587079296,83,9.03,-79.5,87.8,6.93
Khandyga,41,RU,1587079497,84,62.67,135.6,4.33,4.54
Baykit,81,RU,1587079497,83,61.67,96.37,34.75,0.85
Golden,90,US,1587079497,85,39.76,-105.22,30.2,14.99
Chase,20,CA,1587079262,19,50.82,-119.69,66.2,2.24
Puteyets,100,RU,1587079497,95,65.17,57.09,31.6,6.02
Domoni,98,KM,1587079497,70,-12.26,44.53,83.48,6.87
Vardø,99,NO,1587079498,85,70.37,31.11,35.85,20.51
Pangai,75,TO,1587079498,83,-19.8,-174.35,78.8,5.82
Florida,1,US,1587079376,43,28.75,-82.5,71.6,11.41
Luanda,40,AO,1587079498,83,-8.84,13.23,82.4,12.75
Ternovskaya,41,RU,1587079498,64,45.85,40.41,45,24.7
Vila Velha,80,BR,1587079382,88,-20.33,-40.29,77,6.93
Christchurch,90,NZ,1587079202,93,-43.53,172.63,57,3.36
Soyo,100,AO,1587079496,87,-6.13,12.37,81.12,4.72
Sibolga,93,ID,1587079499,78,1.74,98.78,77.7,2.57
Vrangel',68,RU,1587079499,73,42.73,133.08,43.84,6.67
Cao Bang,96,VN,1587079499,81,22.67,106.25,72.41,4.52
Saint George,20,US,1587079384,21,37.1,-113.58,73,16.11
Wapi Pathum,97,TH,1587079499,88,15.85,103.38,77,4.09
Ajdabiya,34,LY,1587079500,57,30.76,20.23,62.08,9.66
Midland,1,US,1587079500,30,32,-102.08,81,21.92
Luza,100,RU,1587079500,90,60.63,47.25,32.95,10.54
Kendari,44,ID,1587079488,79,-3.94,122.5,82.18,5.06
Horconcitos,9,PA,1587079500,64,8.47,-81.8,69.4,8.95
La Asuncion,98,VE,1587079500,69,11.03,-63.86,82.4,18.34
Eirunepé,48,BR,1587079501,89,-6.66,-69.87,73.74,3.44
Pervomayskiy,74,RU,1587079501,73,53.25,40.29,38.28,15.23
Killybegs,51,IE,1587079501,84,54.63,-8.45,48.99,5.99
Kawalu,46,ID,1587079501,76,-7.38,108.21,76.62,1.95
Constitución,33,CL,1587079501,82,-35.33,-72.42,56.01,5.53
Hukuntsi,0,BW,1587079443,20,-24,21.75,62.49,7.99
Lambaréné,100,GA,1587079502,95,-0.7,10.24,75.88,2.08
Sisimiut,99,GL,1587079338,91,66.94,-53.67,26.8,11.79
Pemangkat,95,ID,1587079502,88,1.17,108.97,78.78,4.45
Toledo,75,ES,1587079502,93,39.83,-4,57.99,8.05
Palmaner,15,IN,1587079502,80,13.2,78.75,69.84,2.82
Cam Ranh,40,VN,1587079502,94,11.92,109.16,77,3.36
Charlottesville,1,US,1587079404,16,38.03,-78.48,57.2,6.93
Edd,38,ER,1587079503,63,13.93,41.69,80.69,4.18
Māngrol,39,IN,1587079503,64,21.12,70.12,78.71,10.67
Kudahuvadhoo,23,MV,1587079503,64,2.67,72.89,84.97,3.11
Xique-Xique,8,BR,1587079503,72,-10.82,-42.73,76.82,6.33
Tsumeb,43,NA,1587079503,34,-19.23,17.72,68.14,3.78
Maan,69,PH,1587079503,65,5.93,124.74,84.65,3.58
Port Lincoln,24,AU,1587079504,60,-34.73,135.87,62.58,9.75
Samarai,79,PG,1587079385,71,-10.62,150.67,84.67,6.17
North Bend,1,US,1587079504,27,43.41,-124.22,73.4,10.29
Gornopravdinsk,100,RU,1587079431,88,60.05,69.9,40.6,8.9
Kamenka,78,RU,1587079460,88,51.32,42.77,44.01,5.99
Kubanskiy,45,RU,1587079504,64,45.93,40.58,45,25.14
Welahan,40,ID,1587079504,88,-6.8,110.72,78.8,2.24
Port Macquarie,74,AU,1587079505,56,-31.43,152.92,80.01,6.42
Dingle,39,PH,1587079505,72,11,122.67,83.97,10.09
Shangzhi,100,CN,1587079442,42,45.22,127.97,54.27,3.02
Saryg-Sep,74,RU,1587079505,59,51.5,95.6,40.37,2.04
Kismayo,99,SO,1587079505,80,-0.36,42.55,82.72,6.8
Bambanglipuro,88,ID,1587079505,82,-7.95,110.28,80.4,6.55
Mbanza-Ngungu,100,CD,1587079505,82,-5.25,14.87,70.47,5.06
Deer Lake,90,CA,1587079505,86,49.17,-57.43,26.6,16.11
Khani,90,GE,1587079506,93,41.96,42.96,46.4,3.36
Cabo San Lucas,20,MX,1587079413,41,22.89,-109.91,84,10.29
Makat,50,KZ,1587079506,54,47.65,53.35,46.02,6.96
Grindavik,90,IS,1587079506,100,63.84,-22.43,44.6,13.87
Kuldīga,53,LV,1587079506,80,56.97,21.96,41,5.82
Oktyabr'skiy,37,RU,1587079506,81,54.48,53.47,35.11,11.18
Staryy Nadym,99,RU,1587079506,98,65.61,72.68,29.32,15.79
Kahului,40,US,1587079441,48,20.89,-156.47,84.2,21.92
Lagos,20,NG,1587079316,89,6.58,3.75,84.2,6.93
Bor,90,RU,1587079507,93,56.36,44.07,39,4.47
Acapulco de Juárez,5,MX,1587079254,74,16.86,-99.89,82.4,10.29
Svetlaya,0,RU,1587079507,55,46.54,138.33,46.31,3.65
Erenhot,0,CN,1587079507,37,43.65,111.98,44.98,5.06
Ofakim,18,IL,1587079507,76,31.31,34.62,61,6.4
Banjar,80,ID,1587079508,75,-8.19,114.97,82.71,3.02
Narrabri,63,AU,1587079508,43,-30.32,149.78,73.4,12.75
Uíge,99,AO,1587079508,76,-7.61,15.06,68.36,2.17
Rio Grande,7,BR,1587079467,87,-32.03,-52.1,63,1.01
Aldan,92,RU,1587079508,85,58.6,125.39,10.92,5.41
Jalu,82,LY,1587079508,38,29.03,21.55,66.31,7.96
Razdolinsk,93,RU,1587079508,81,58.42,94.67,34.27,1.66
Arawa,100,PG,1587079508,85,-6.21,155.54,79.16,6.8
Tambura,32,SS,1587079509,50,5.6,27.47,75,1.36
Gachsaran,19,IR,1587079509,47,30.36,50.8,55.4,2.82
Ndola,80,ZM,1587079509,65,-12.96,28.64,62.71,4.36
Mindelo,31,CV,1587079509,75,16.89,-24.98,69.3,13
Taft,20,IR,1587079509,54,31.75,54.21,59,6.93
Nador,40,MA,1587079509,88,35.17,-2.93,62.6,2.15
Vila Franca do Campo,20,PT,1587079509,87,37.72,-25.43,55.4,3.36
Kununurra,97,AU,1587079510,88,-15.77,128.73,77,2.48
Copperas Cove,1,US,1587079510,43,31.12,-97.9,75.2,17.22
São Filipe,74,CV,1587079510,74,14.9,-24.5,72.16,14.07
Płock,79,PL,1587079456,65,52.55,19.71,41,2.24
Kőszeg,100,HU,1587079510,57,47.39,16.54,55,3.69
Fort Nelson,75,CA,1587079511,30,58.81,-122.7,59,16.11
Tayoltita,97,MX,1587079511,10,24.08,-105.93,83.97,7.63
Caravelas,30,BR,1587079511,86,-17.71,-39.25,78.21,6.73
Ranau,20,MY,1587079511,83,5.95,116.66,80.01,4.7
Trelew,82,AR,1587079455,34,-43.25,-65.31,76.77,10.56
Noyabrsk,99,RU,1587079511,93,63.2,75.45,32.77,11.95
Solnechnyy,0,RU,1587079511,39,50.72,136.63,50.54,3.8
Kortkeros,90,RU,1587079511,86,61.81,51.58,33.8,8.95
Mezen',99,RU,1587079512,95,65.85,44.24,31.95,12.84
Safonovo,99,RU,1587079512,81,55.15,33.22,34.21,12.33
Krasnyy Chikoy,0,RU,1587079512,39,50.36,108.75,45.16,1.34
Marawi,55,PH,1587079512,58,8,124.29,77.61,1.5
Mundi,44,IN,1587079512,23,22.07,76.5,84.29,6.53
Ponta Delgada,20,PT,1587079512,87,37.73,-25.67,55.4,3.36
Sitka,90,US,1587079420,93,57.05,-135.33,46.4,6.93
Teya,58,RU,1587079512,83,60.38,92.63,33.91,1.01
Half Moon Bay,90,US,1587079513,87,37.46,-122.43,71.6,4.7
Jackson,1,US,1587079513,16,42.42,-122.83,73.4,17.22
Orsha,75,BY,1587079513,79,54.52,30.41,35.6,11.18
Biabou,75,VC,1587079513,78,13.2,-61.13,82.4,5.82
Chara,74,RU,1587079513,77,56.91,118.26,27.28,6.46
Cancún,40,MX,1587079444,70,21.17,-86.85,84.2,14.99
Palmer,75,US,1587079513,26,42.16,-72.33,43,25.28
Vezirköprü,3,TR,1587079513,92,41.14,35.45,28.4,3.36
Kovernino,100,RU,1587079514,91,57.13,43.81,36.5,1.97
Natal,20,BR,1587079514,88,-5.79,-35.21,78.8,6.93
Andros,0,GR,1587079514,66,37.83,24.93,55.99,18.34
Gilgit,100,PK,1587079514,26,35.92,74.31,52.72,2.53
Atar,95,MR,1587079448,17,20.52,-13.05,78.48,3.09
Rahden,20,DE,1587079514,65,52.43,8.62,46.99,4.7
Beidao,75,CN,1587079514,23,34.57,105.89,54.72,3.65
Nkhata Bay,9,MW,1587079514,66,-11.61,34.29,74.73,2.51
Curup,100,ID,1587079514,79,-3.47,102.53,68.67,2.24
Kungurtug,100,RU,1587079515,55,50.6,97.52,37.29,3.51
Morón,0,AR,1587079515,77,-34.65,-58.62,61,3.36
San Antonio,90,US,1587079515,47,29.42,-98.49,78.01,12.75
Vaasa,31,FI,1587079515,55,63.1,21.62,37.4,14.99
Zhangye,100,CN,1587079515,20,38.93,100.45,52,3.31
Tubualá,20,PA,1587079515,55,9.52,-79.03,87.8,4.7
Harper,56,LR,1587079515,86,4.38,-7.72,81.41,9.08
Magadan,100,RU,1587079515,96,59.57,150.8,24.94,7.87
Esil,89,KZ,1587079516,52,51.96,66.4,45.28,15.84
Balkanabat,27,TM,1587079516,47,39.51,54.37,60.49,3.67
Severodvinsk,90,RU,1587079516,97,64.56,39.83,33.8,4.47
Anjozorobe,40,MG,1587079516,87,-18.4,47.87,59,8.05
Hofn,39,IS,1587079516,69,64.25,-15.21,40.71,12.82
Emerald,0,AU,1587079516,69,-23.53,148.17,77,3.36
Sainte-Martine,20,CA,1587079516,32,45.25,-73.8,41,14.99
Moerai,100,PF,1587079516,61,-22.43,-151.33,78.55,8.59
Shenjiamen,11,CN,1587079517,88,29.96,122.3,61.65,15.32
Sondrio,2,IT,1587079517,66,46.17,9.87,53.01,3.36
Waingapu,48,ID,1587079517,76,-9.66,120.26,80.94,3.56
Khovd,100,MN,1587079488,48,48.01,91.64,40.19,3.36
Tual,83,ID,1587079517,77,-5.67,132.75,82.54,7.7
Pisco,11,PE,1587079298,30,-13.7,-76.22,75.99,19.46
Kouango,38,CF,1587079517,49,4.99,19.96,76.44,1.43
Gillingham,0,GB,1587079518,81,51.39,0.55,53.6,8.05
High Level,75,CA,1587079276,37,58.52,-117.14,55.4,9.17
Ondarroa,72,ES,1587079518,82,43.32,-2.42,60.01,2.24
